Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Mgat5b	ENSMUST00000103027.4	mannoside acetylglucosaminyltransferase 5, isoenzyme B 	32	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Ptprt	ENSMUST00000109445.3	protein tyrosine phosphatase, receptor type, T 	8	2	0	1	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Scn2b	ENSMUST00000170998.2	sodium channel, voltage-gated, type II, beta 	51	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Gpr26	ENSMUST00000045840.4	G protein-coupled receptor 26 	5	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Trpv3	ENSMUST00000049676.2	transient receptor potential cation channel, subfamily V, member 3 	10	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Asxl3	ENSMUST00000097655.3	additional sex combs like 3 (Drosophila) 	16	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Myt1l	ENSMUST00000049784.10	myelin transcription factor 1-like 	8	2	0	1	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Slc39a6	ENSMUST00000070726.4	solute carrier family 39 (metal ion transporter), member 6 	1895	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Gcnt4	ENSMUST00000171324.1	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase) 	293	3	0	0	3	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Pcdh19	ENSMUST00000167944.2	protocadherin 19 	427	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Sp9	ENSMUST00000090813.5	trans-acting transcription factor 9 	5	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Syt13	ENSMUST00000028648.2	synaptotagmin XIII 	26	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Fam163a	ENSMUST00000015628.3	family with sequence similarity 163, member A 	11	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Olfr39	ENSMUST00000071725.3	olfactory receptor 39 	10	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.06	< 0.1
Mpeg1	ENSMUST00000081035.7	macrophage expressed gene 1 	977	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Cyb561d1	ENSMUST00000106655.1	cytochrome b-561 domain containing 1 	130	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.06	< 0.1
Ms4a4d	ENSMUST00000025581.6	membrane-spanning 4-domains, subfamily A, member 4D 	246	3	1	0	2	0	mmu-miR-223-5p	-0.03	-0.53	< 0.1
Rbbp7	ENSMUST00000033720.6	retinoblastoma binding protein 7 	79	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.41	< 0.1
Clock	ENSMUST00000075159.1	circadian locomotor output cycles kaput 	748	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Rnaseh2a	ENSMUST00000065049.9	ribonuclease H2, large subunit 	88	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Abcb11	ENSMUST00000102710.4	ATP-binding cassette, sub-family B (MDR/TAP), member 11 	1186	10	0	0	10	1	mmu-miR-223-5p	-0.03	-0.73	< 0.1
Lzic	ENSMUST00000030842.7	leucine zipper and CTNNBIP1 domain containing 	747	2	0	0	2	1	mmu-miR-223-5p	-0.03	-0.08	< 0.1
Ccdc88a	ENSMUST00000040182.7	coiled coil domain containing 88A 	178	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.06	< 0.1
Tmem74b	ENSMUST00000109872.1	transmembrane protein 74B 	9	2	0	0	2	1	mmu-miR-223-5p	-0.03	-0.07	< 0.1
Ralgapa2	ENSMUST00000109986.3	Ral GTPase activating protein, alpha subunit 2 (catalytic) 	428	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Crkl	ENSMUST00000006293.3	v-crk sarcoma virus CT10 oncogene homolog (avian)-like 	1982	1	1	0	0	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Ccin	ENSMUST00000095107.2	calicin 	9	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.06	< 0.1
Mbd6	ENSMUST00000026476.7	methyl-CpG binding domain protein 6 	138	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Stk10	ENSMUST00000102821.3	serine/threonine kinase 10 	246	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Fam126a	ENSMUST00000030849.7	family with sequence similarity 126, member A 	241	1	0	1	0	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Timm22	ENSMUST00000021203.6	translocase of inner mitochondrial membrane 22 	1710	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.09	< 0.1
Atm	ENSMUST00000118282.2	ataxia telangiectasia mutated homolog (human) 	901	3	0	0	3	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Tpp2	ENSMUST00000188313.1	tripeptidyl peptidase II 	2942	1	1	0	0	1	mmu-miR-223-5p	-0.03	-0.32	< 0.1
Fam65b	ENSMUST00000110383.2	family with sequence similarity 65, member B 	149	2	1	1	0	0	mmu-miR-223-5p	-0.03	-0.05	< 0.1
Nrg4	ENSMUST00000164721.2	neuregulin 4 	660	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.13	< 0.1
Entpd1	ENSMUST00000112231.3	ectonucleoside triphosphate diphosphohydrolase 1 	369	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Fat3	ENSMUST00000082170.5	FAT tumor suppressor homolog 3 (Drosophila) 	18	1	1	0	0	2	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Rag1	ENSMUST00000078494.5	recombination activating gene 1 	5	2	0	0	2	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Zdbf2	ENSMUST00000114132.2	zinc finger, DBF-type containing 2 	1869	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Nyap2	ENSMUST00000068275.6	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2 	5	1	0	0	1	2	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Tmem201	ENSMUST00000103208.1	transmembrane protein 201 	448	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Mrpl39	ENSMUST00000116584.1	mitochondrial ribosomal protein L39 	113	3	0	1	2	0	mmu-miR-223-5p	-0.03	-0.17	< 0.1
Zdhhc2	ENSMUST00000049389.5	zinc finger, DHHC domain containing 2 	353	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.13	< 0.1
Qrfp	ENSMUST00000057407.2	pyroglutamylated RFamide peptide 	7	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Dnajb14	ENSMUST00000090178.5	DnaJ (Hsp40) homolog, subfamily B, member 14 	446	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.08	< 0.1
Vmac	ENSMUST00000164907.1	vimentin-type intermediate filament associated coiled-coil protein 	43	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Aqp9	ENSMUST00000074465.3	aquaporin 9 	92	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.05	< 0.1
2610002M06Rik	ENSMUST00000120722.1	RIKEN cDNA 2610002M06 gene 	728	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.17	< 0.1
Elovl2	ENSMUST00000021793.8	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2 	3955	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Irs2	ENSMUST00000040514.6	insulin receptor substrate 2 	385	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Pdik1l	ENSMUST00000105877.3	PDLIM1 interacting kinase 1 like 	117	2	0	0	2	0	mmu-miR-223-5p	-0.03	-0.08	< 0.1
Klf7	ENSMUST00000114086.2	Kruppel-like factor 7 (ubiquitous) 	1571	2	0	1	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Bnip2	ENSMUST00000034754.6	BCL2/adenovirus E1B interacting protein 2 	1067	1	0	0	1	2	mmu-miR-223-5p	-0.03	-0.10	< 0.1
Pcdhb16	ENSMUST00000051442.5	protocadherin beta 16 	33	1	0	1	0	1	mmu-miR-223-5p	-0.03	-0.06	< 0.1
Rps26-ps1	ENSMUST00000077208.4	ribosomal protein S26, pseudogene 1 	6	2	0	0	2	1	mmu-miR-223-5p	-0.03	-0.23	< 0.1
AI462493	ENSMUST00000096253.5	expressed sequence AI462493 	4179	1	0	0	1	2	mmu-miR-223-5p	-0.03	-0.25	< 0.1
Ypel2	ENSMUST00000018571.4	yippee-like 2 (Drosophila) 	27	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.05	< 0.1
Pvrl3	ENSMUST00000023334.9	poliovirus receptor-related 3 	2412	3	0	2	1	1	mmu-miR-223-5p	-0.03	-0.26	< 0.1
Unc79	ENSMUST00000101099.6	unc-79 homolog (C. elegans) 	15	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.20	< 0.1
Nlgn3	ENSMUST00000118111.2	neuroligin 3 	18	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Spink5	ENSMUST00000069245.7	serine peptidase inhibitor, Kazal type 5 	8	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Ccdc132	ENSMUST00000164052.3	coiled-coil domain containing 132 	513	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Ildr2	ENSMUST00000111416.1	immunoglobulin-like domain containing receptor 2 	474	2	1	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Eif1ax	ENSMUST00000087143.6	eukaryotic translation initiation factor 1A, X-linked 	4834	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.10	< 0.1
Myo1c	ENSMUST00000102505.4	myosin IC 	2659	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Lrrc4c	ENSMUST00000135431.2	leucine rich repeat containing 4C 	19	4	1	0	3	1	mmu-miR-223-5p	-0.03	-0.59	< 0.1
Gm21743	ENSMUST00000187504.1	predicted gene, 21743 	166	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Hipk1	ENSMUST00000118317.2	homeodomain interacting protein kinase 1 	2362	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Hdac4	ENSMUST00000097644.3	histone deacetylase 4 	652	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Rasal2	ENSMUST00000078308.7	RAS protein activator like 2 	577	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Sowahc	ENSMUST00000182161.1	sosondowah ankyrin repeat domain family member C 	816	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Ubxn2b	ENSMUST00000029907.5	UBX domain protein 2B 	641	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Olfr1442	ENSMUST00000057924.2	olfactory receptor 1442 	7	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.10	< 0.1
Usp54	ENSMUST00000022356.5	ubiquitin specific peptidase 54 	103	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Zbtb9	ENSMUST00000120016.1	zinc finger and BTB domain containing 9 	573	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.05	< 0.1
C87977	ENSMUST00000105753.2	expressed sequence C87977 	5	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Vps13b	ENSMUST00000048646.7	vacuolar protein sorting 13B (yeast) 	948	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Lcor	ENSMUST00000067795.6	ligand dependent nuclear receptor corepressor 	127	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Akap8	ENSMUST00000002699.5	A kinase (PRKA) anchor protein 8 	1407	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.11	< 0.1
A830073O21Rik	ENSMUST00000169090.1	RIKEN cDNA A830073O21 gene 	10	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.05	< 0.1
Gjc1	ENSMUST00000068933.6	gap junction protein, gamma 1 	295	2	0	0	2	0	mmu-miR-223-5p	-0.03	-0.13	< 0.1
Bace1	ENSMUST00000034591.5	beta-site APP cleaving enzyme 1 	924	3	0	1	2	0	mmu-miR-223-5p	-0.03	-0.15	< 0.1
Elovl7	ENSMUST00000022207.8	ELOVL family member 7, elongation of long chain fatty acids (yeast) 	242	2	0	0	2	1	mmu-miR-223-5p	-0.03	-0.27	< 0.1
Ipo7	ENSMUST00000084731.3	importin 7 	920	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.10	< 0.1
Sel1l	ENSMUST00000021347.6	sel-1 suppressor of lin-12-like (C. elegans) 	1421	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Tctn3	ENSMUST00000025981.9	tectonic family member 3 	117	3	0	0	3	1	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Rap1b	ENSMUST00000064667.7	RAS related protein 1b 	10115	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.38	< 0.1
Leprel1	ENSMUST00000039990.5	leprecan-like 1 	172	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Tph1	ENSMUST00000107669.3	tryptophan hydroxylase 1 	17	1	0	0	1	2	mmu-miR-223-5p	-0.03	-0.05	< 0.1
Vps4b	ENSMUST00000094646.5	vacuolar protein sorting 4b (yeast) 	227	1	0	1	0	2	mmu-miR-223-5p	-0.03	-0.16	< 0.1
Serpinb8	ENSMUST00000112706.3	serine (or cysteine) peptidase inhibitor, clade B, member 8 	338	3	1	0	2	0	mmu-miR-223-5p	-0.03	-0.20	< 0.1
Angptl4	ENSMUST00000002360.10	angiopoietin-like 4 	519	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.16	< 0.1
Tnfsf15	ENSMUST00000062246.6	tumor necrosis factor (ligand) superfamily, member 15 	39	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Retsat	ENSMUST00000070597.7	retinol saturase (all trans retinol 13,14 reductase) 	942	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.06	< 0.1
Gpr21	ENSMUST00000065441.6	G protein-coupled receptor 21 	12	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.09	< 0.1
Lmx1b	ENSMUST00000041730.5	LIM homeobox transcription factor 1 beta 	24	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Rc3h2	ENSMUST00000100143.4	ring finger and CCCH-type zinc finger domains 2 	178	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Tmtc1	ENSMUST00000060095.9	transmembrane and tetratricopeptide repeat containing 1 	433	1	0	0	1	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Timm8a1	ENSMUST00000054213.4	translocase of inner mitochondrial membrane 8A1 	486	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.23	< 0.1
Dmd	ENSMUST00000114000.2	dystrophin, muscular dystrophy 	424	2	1	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Rgmb	ENSMUST00000170578.1	repulsive guidance molecule family member B 	547	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.04	< 0.1
Dnpep	ENSMUST00000185419.1	aspartyl aminopeptidase 	63	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.14	< 0.1
Mettl13	ENSMUST00000028017.10	methyltransferase like 13 	19	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.09	< 0.1
Ccser2	ENSMUST00000090024.5	coiled-coil serine rich 2 	263	2	1	1	0	0	mmu-miR-223-5p	-0.03	-0.05	< 0.1
Sdr9c7	ENSMUST00000047134.7	4short chain dehydrogenase/reductase family 9C, member 7 	129	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.06	< 0.1
Fbxl22	ENSMUST00000056890.8	F-box and leucine-rich repeat protein 22 	626	3	1	1	1	0	mmu-miR-223-5p	-0.03	-0.46	< 0.1
Gfpt1	ENSMUST00000113658.2	glutamine fructose-6-phosphate transaminase 1 	4942	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Rap1a	ENSMUST00000090678.6	RAS-related protein-1a 	2587	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.07	< 0.1
Mbtd1	ENSMUST00000063718.5	mbt domain containing 1 	347	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Sstr4	ENSMUST00000109962.3	somatostatin receptor 4 	36	1	1	0	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Zfp575	ENSMUST00000094705.2	zinc finger protein 575 	21	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.11	< 0.1
Stard3	ENSMUST00000018311.4	START domain containing 3 	52	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Hist1h3g	ENSMUST00000080859.6	histone cluster 1, H3g 	22	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.13	< 0.1
Atp1b2	ENSMUST00000047889.7	ATPase, Na+/K+ transporting, beta 2 polypeptide 	1822	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Aff3	ENSMUST00000095027.3	AF4/FMR2 family, member 3 	62	2	0	0	2	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Mpp5	ENSMUST00000082024.5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) 	289	2	0	0	2	0	mmu-miR-223-5p	-0.03	-0.05	< 0.1
Sec24b	ENSMUST00000001079.9	Sec24 related gene family, member B (S. cerevisiae) 	379	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Hn1l	ENSMUST00000024981.7	hematological and neurological expressed 1-like 	213	1	0	1	0	1	mmu-miR-223-5p	-0.03	-0.14	< 0.1
Rnf44	ENSMUST00000177950.2	ring finger protein 44 	2723	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Rhox9	ENSMUST00000170643.3	reproductive homeobox 9 	5	1	0	1	0	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Jph4	ENSMUST00000022819.6	junctophilin 4 	12	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Tulp3	ENSMUST00000001562.6	tubby-like protein 3 	128	1	0	0	1	0	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Gan	ENSMUST00000064488.5	giant axonal neuropathy 	541	2	0	1	1	1	mmu-miR-223-5p	-0.03	-0.03	< 0.1
Pot1b	ENSMUST00000086876.5	protection of telomeres 1B 	120	3	1	0	2	0	mmu-miR-223-5p	-0.02	-0.22	< 0.1
Tyk2	ENSMUST00000001036.10	tyrosine kinase 2 	88	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Hnrnpa2b1	ENSMUST00000114459.2	heterogeneous nuclear ribonucleoprotein A2/B1 	1204	2	0	0	2	0	mmu-miR-223-5p	-0.02	-0.13	< 0.1
Kbtbd11	ENSMUST00000069399.6	kelch repeat and BTB (POZ) domain containing 11 	189	1	1	0	0	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Pifo	ENSMUST00000010280.5	primary cilia formation 	60	1	1	0	0	0	mmu-miR-223-5p	-0.02	-0.29	< 0.1
Trps1	ENSMUST00000165201.3	trichorhinophalangeal syndrome I (human) 	826	2	0	0	2	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Spaca6	ENSMUST00000172097.3	sperm acrosome associated 6 	271	3	0	0	3	0	mmu-miR-223-5p	-0.02	-0.06	< 0.1
Tmem126a	ENSMUST00000032844.5	transmembrane protein 126A 	83	4	1	1	2	0	mmu-miR-223-5p	-0.02	-0.70	< 0.1
Msantd3	ENSMUST00000107704.1	Myb/SANT-like DNA-binding domain containing 3 	586	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.09	< 0.1
Acox3	ENSMUST00000068947.8	acyl-Coenzyme A oxidase 3, pristanoyl 	534	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Nhsl2	ENSMUST00000101339.5	NHS-like 2 	124	1	1	0	0	1	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Cep162	ENSMUST00000093802.5	centrosomal protein 162 	132	2	1	0	1	0	mmu-miR-223-5p	-0.02	-0.14	< 0.1
Cntnap5a	ENSMUST00000043725.8	contactin associated protein-like 5A 	21	2	0	1	1	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Tmem246	ENSMUST00000042750.2	transmembrane protein 246 	402	1	1	0	0	0	mmu-miR-223-5p	-0.02	-0.34	< 0.1
Osbpl6	ENSMUST00000111929.2	oxysterol binding protein-like 6 	406	2	0	0	2	1	mmu-miR-223-5p	-0.02	-0.18	< 0.1
Eno2	ENSMUST00000112476.2	enolase 2, gamma neuronal 	64	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Slc44a2	ENSMUST00000034697.7	solute carrier family 44, member 2 	2720	2	0	1	1	0	mmu-miR-223-5p	-0.02	-0.08	< 0.1
Scube1	ENSMUST00000171496.2	signal peptide, CUB domain, EGF-like 1 	18	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.08	< 0.1
Zswim4	ENSMUST00000039480.5	zinc finger SWIM-type containing 4 	247	1	0	0	1	1	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Ndufaf7	ENSMUST00000024887.4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 7 	655	1	1	0	0	2	mmu-miR-223-5p	-0.02	-0.38	< 0.1
Tab3	ENSMUST00000048250.4	TGF-beta activated kinase 1/MAP3K7 binding protein 3 	169	1	0	0	1	3	mmu-miR-223-5p	-0.02	-0.02	< 0.1
Syt17	ENSMUST00000081574.4	synaptotagmin XVII 	60	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.02	< 0.1
St8sia4	ENSMUST00000043336.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	19	1	0	1	0	0	mmu-miR-223-5p	-0.02	-0.02	< 0.1
Arhgef9	ENSMUST00000113876.3	CDC42 guanine nucleotide exchange factor (GEF) 9 	44	1	0	0	1	1	mmu-miR-223-5p	-0.02	-0.08	< 0.1
Nxpe3	ENSMUST00000099705.3	neurexophilin and PC-esterase domain family, member 3 	83	5	1	0	4	1	mmu-miR-223-5p	-0.02	-0.22	< 0.1
Slc4a4	ENSMUST00000148750.2	solute carrier family 4 (anion exchanger), member 4 	5302	2	0	0	2	0	mmu-miR-223-5p	-0.02	-0.02	< 0.1
Fcamr	ENSMUST00000027670.3	Fc receptor, IgA, IgM, high affinity 	120	2	0	0	2	1	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Parva	ENSMUST00000033030.8	parvin, alpha 	5521	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Lrrc39	ENSMUST00000029573.5	leucine rich repeat containing 39 	482	2	0	0	2	0	mmu-miR-223-5p	-0.02	-0.07	< 0.1
Ttc19	ENSMUST00000050646.7	tetratricopeptide repeat domain 19 	1596	1	0	0	1	2	mmu-miR-223-5p	-0.02	-0.10	< 0.1
Acad12	ENSMUST00000041252.7	acyl-Coenzyme A dehydrogenase family, member 12 	901	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.06	< 0.1
Aldh1l2	ENSMUST00000020497.8	aldehyde dehydrogenase 1 family, member L2 	128	5	1	0	4	1	mmu-miR-223-5p	-0.02	-0.11	< 0.1
Zc3h10	ENSMUST00000040572.4	zinc finger CCCH type containing 10 	169	2	1	0	1	0	mmu-miR-223-5p	-0.02	-0.32	< 0.1
Ksr2	ENSMUST00000180430.1	kinase suppressor of ras 2 	66	2	0	1	1	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Siah2	ENSMUST00000070368.7	seven in absentia 2 	251	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.12	< 0.1
Fblim1	ENSMUST00000006381.5	filamin binding LIM protein 1 	177	1	0	1	0	1	mmu-miR-223-5p	-0.02	-0.05	< 0.1
Enpp6	ENSMUST00000039840.8	ectonucleotide pyrophosphatase/phosphodiesterase 6 	257	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.08	< 0.1
Uhmk1	ENSMUST00000123399.1	U2AF homology motif (UHM) kinase 1 	267	1	1	0	0	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Tmc3	ENSMUST00000039317.8	transmembrane channel-like gene family 3 	25	2	0	0	2	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Usp47	ENSMUST00000106653.2	ubiquitin specific peptidase 47 	1481	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.07	< 0.1
Gm28040	ENSMUST00000094557.5	predicted gene, 28040 	183	3	0	0	3	0	mmu-miR-223-5p	-0.02	-0.38	< 0.1
Aebp2	ENSMUST00000032359.9	AE binding protein 2 	5753	2	1	1	0	0	mmu-miR-223-5p	-0.02	-0.18	< 0.1
Adam23	ENSMUST00000087374.4	a disintegrin and metallopeptidase domain 23 	451	1	1	0	0	0	mmu-miR-223-5p	-0.02	-0.03	< 0.1
Rpl23	ENSMUST00000103146.4	ribosomal protein L23 	11766	1	1	0	0	0	mmu-miR-223-5p	-0.02	-0.34	< 0.1
Zscan29	ENSMUST00000079024.6	zinc finger SCAN domains 29 	146	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.02	< 0.1
Rab38	ENSMUST00000107256.2	RAB38, member RAS oncogene family 	77	1	1	0	0	0	mmu-miR-223-5p	-0.02	-0.29	< 0.1
Gne	ENSMUST00000030201.8	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase 	283	1	0	0	1	1	mmu-miR-223-5p	-0.02	-0.06	< 0.1
Tmed8	ENSMUST00000037418.5	transmembrane emp24 domain containing 8 	75	1	0	1	0	2	mmu-miR-223-5p	-0.02	-0.04	< 0.1
Ubtd2	ENSMUST00000051053.4	ubiquitin domain containing 2 	77	2	1	0	1	0	mmu-miR-223-5p	-0.02	-0.10	< 0.1
Fam124b	ENSMUST00000058748.1	family with sequence similarity 124, member B 	17	1	0	0	1	2	mmu-miR-223-5p	-0.02	-0.04	< 0.1
Hoga1	ENSMUST00000081714.4	4-hydroxy-2-oxoglutarate aldolase 1 	326	1	0	1	0	1	mmu-miR-223-5p	-0.02	-0.09	< 0.1
Wrn	ENSMUST00000033991.7	Werner syndrome homolog (human) 	155	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.05	< 0.1
Ikzf2	ENSMUST00000027146.3	IKAROS family zinc finger 2 	131	1	0	1	0	0	mmu-miR-223-5p	-0.02	-0.02	< 0.1
BC067074	ENSMUST00000078163.8	cDNA sequence BC067074 	55	5	0	0	5	0	mmu-miR-223-5p	-0.02	-0.08	< 0.1
Cyp2c54	ENSMUST00000048959.3	cytochrome P450, family 2, subfamily c, polypeptide 54 	33	2	0	0	2	1	mmu-miR-223-5p	-0.02	-0.17	< 0.1
Dclre1b	ENSMUST00000063502.7	DNA cross-link repair 1B, PSO2 homolog (S. cerevisiae) 	114	1	1	0	0	1	mmu-miR-223-5p	-0.02	-0.25	< 0.1
Prima1	ENSMUST00000074416.4	proline rich membrane anchor 1 	60	1	0	0	1	0	mmu-miR-223-5p	-0.02	-0.04	< 0.1
