Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Cdc42bpg	ENSMUST00000025681.7	CDC42 binding protein kinase gamma (DMPK-like) 	1536	1	0	1	0	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Ppp1r16b	ENSMUST00000052927.5	protein phosphatase 1, regulatory (inhibitor) subunit 16B 	1369	1	0	1	0	0	mmu-miR-5099	-0.14	-0.15	< 0.1
Rdh11	ENSMUST00000161204.2	retinol dehydrogenase 11 	1579	1	0	0	1	1	mmu-miR-5099	-0.14	-0.15	< 0.1
Slc19a3	ENSMUST00000045560.9	solute carrier family 19, member 3 	8	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
1700019D03Rik	ENSMUST00000050567.5	RIKEN cDNA 1700019D03 gene 	105	1	0	0	1	0	mmu-miR-5099	-0.14	-0.17	< 0.1
Acer2	ENSMUST00000045224.8	alkaline ceramidase 2 	808	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Crebrf	ENSMUST00000062519.8	CREB3 regulatory factor 	256	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Dlx1	ENSMUST00000037119.3	distal-less homeobox 1 	78	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Gja5	ENSMUST00000072600.6	gap junction protein, alpha 5 	632	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Hykk	ENSMUST00000039742.7	hydroxylysine kinase 1 	2556	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Olfm3	ENSMUST00000081752.7	olfactomedin 3 	68	1	0	0	1	0	mmu-miR-5099	-0.14	-0.15	< 0.1
Nkain3	ENSMUST00000119374.2	Na+/K+ transporting ATPase interacting 3 	5	3	0	0	3	0	mmu-miR-5099	-0.14	-0.29	< 0.1
Gm7347	ENSMUST00000095004.3	predicted gene 7347 	5	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Slfn5	ENSMUST00000067443.3	schlafen 5 	352	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Gm16503	ENSMUST00000104964.2	predicted gene 16503 	5	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Eml5	ENSMUST00000065716.6	echinoderm microtubule associated protein like 5 	205	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Ulk2	ENSMUST00000004920.3	unc-51 like kinase 2 	2264	1	0	0	1	1	mmu-miR-5099	-0.14	-0.21	< 0.1
Pkia	ENSMUST00000028999.6	protein kinase inhibitor, alpha 	10819	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Itga4	ENSMUST00000099972.4	integrin alpha 4 	76	2	0	0	2	2	mmu-miR-5099	-0.14	-0.24	< 0.1
AW554918	ENSMUST00000165400.2	expressed sequence AW554918 	127	2	0	0	2	0	mmu-miR-5099	-0.14	-0.19	< 0.1
Vwc2l	ENSMUST00000161937.1	von Willebrand factor C domain-containing protein 2-like 	5	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Irf4	ENSMUST00000021784.3	interferon regulatory factor 4 	35	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Pgap1	ENSMUST00000097739.4	post-GPI attachment to proteins 1 	503	1	0	0	1	2	mmu-miR-5099	-0.14	-0.15	< 0.1
Edem3	ENSMUST00000059498.6	ER degradation enhancer, mannosidase alpha-like 3 	1130	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Hif3a	ENSMUST00000108492.3	hypoxia inducible factor 3, alpha subunit 	15	2	0	0	2	1	mmu-miR-5099	-0.14	-0.17	< 0.1
Grid2	ENSMUST00000095852.3	glutamate receptor, ionotropic, delta 2 	5	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Fam109a	ENSMUST00000056654.3	family with sequence similarity 109, member A 	36	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Ntng1	ENSMUST00000156177.3	netrin G1 	13	1	0	1	0	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Ldlrad3	ENSMUST00000058790.6	low density lipoprotein receptor class A domain containing 3 	313	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Bche	ENSMUST00000029367.5	butyrylcholinesterase 	330	1	0	0	1	3	mmu-miR-5099	-0.14	-0.22	< 0.1
Ncald	ENSMUST00000090150.5	neurocalcin delta 	230	1	0	0	1	0	mmu-miR-5099	-0.14	-0.18	< 0.1
Daam1	ENSMUST00000085299.2	dishevelled associated activator of morphogenesis 1 	590	1	0	0	1	1	mmu-miR-5099	-0.14	-0.17	< 0.1
Sacs	ENSMUST00000119943.2	sacsin 	66	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Gpr61	ENSMUST00000062028.2	G protein-coupled receptor 61 	5	1	0	1	0	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Ect2	ENSMUST00000108300.2	ect2 oncogene 	7044	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Grhl3	ENSMUST00000105855.1	grainyhead-like 3 (Drosophila) 	13	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Coch	ENSMUST00000164782.3	coagulation factor C homolog (Limulus polyphemus) 	171	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Stox2	ENSMUST00000110367.3	storkhead box 2 	115	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Chrm2	ENSMUST00000172278.2	cholinergic receptor, muscarinic 2, cardiac 	123	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Lamc2	ENSMUST00000185356.1	laminin, gamma 2 	198	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Skp2	ENSMUST00000110585.3	S-phase kinase-associated protein 2 (p45) 	320	1	0	0	1	1	mmu-miR-5099	-0.14	-0.14	< 0.1
Socs4	ENSMUST00000065562.4	suppressor of cytokine signaling 4 	945	1	0	0	1	0	mmu-miR-5099	-0.14	-0.17	< 0.1
Pank3	ENSMUST00000018990.7	pantothenate kinase 3 	3244	1	0	0	1	0	mmu-miR-5099	-0.14	-0.14	< 0.1
Pofut1	ENSMUST00000049863.6	protein O-fucosyltransferase 1 	346	1	0	0	1	0	mmu-miR-5099	-0.13	-0.14	< 0.1
Slc16a2	ENSMUST00000042664.6	solute carrier family 16 (monocarboxylic acid transporters), member 2 	98	1	0	0	1	0	mmu-miR-5099	-0.13	-0.18	< 0.1
Gimap3	ENSMUST00000038811.8	GTPase, IMAP family member 3 	4	1	0	0	1	2	mmu-miR-5099	-0.13	-0.26	< 0.1
Slc44a5	ENSMUST00000089948.5	solute carrier family 44, member 5 	10	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Olfr613	ENSMUST00000106888.1	olfactory receptor 613 	5	1	0	0	1	1	mmu-miR-5099	-0.13	-0.13	< 0.1
Serf2	ENSMUST00000139253.2	small EDRK-rich factor 2 	2428	1	0	0	1	0	mmu-miR-5099	-0.13	-0.15	< 0.1
Vkorc1l1	ENSMUST00000073945.4	vitamin K epoxide reductase complex, subunit 1-like 1 	1759	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Ccdc3	ENSMUST00000027988.7	coiled-coil domain containing 3 	222	1	0	0	1	0	mmu-miR-5099	-0.13	-0.14	< 0.1
A530064D06Rik	ENSMUST00000027764.8	RIKEN cDNA A530064D06 gene 	7	1	0	0	1	3	mmu-miR-5099	-0.13	-0.23	< 0.1
Sema3b	ENSMUST00000102532.4	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B 	421	1	0	0	1	0	mmu-miR-5099	-0.13	-0.14	< 0.1
Myom3	ENSMUST00000105854.1	myomesin family, member 3 	9	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Cdh7	ENSMUST00000112701.2	cadherin 7, type 2 	5	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Fam101b	ENSMUST00000021207.6	family with sequence similarity 101, member B 	1339	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Prep	ENSMUST00000099858.2	prolyl endopeptidase 	3108	1	0	0	1	1	mmu-miR-5099	-0.13	-0.14	< 0.1
Asb18	ENSMUST00000086882.2	ankyrin repeat and SOCS box-containing 18 	172	1	0	0	1	2	mmu-miR-5099	-0.13	-0.23	< 0.1
Dock4	ENSMUST00000037488.6	dedicator of cytokinesis 4 	596	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Fam167a	ENSMUST00000121288.1	family with sequence similarity 167, member A 	7	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Ccdc93	ENSMUST00000036025.10	coiled-coil domain containing 93 	497	2	0	0	2	1	mmu-miR-5099	-0.13	-0.26	< 0.1
BC068281	ENSMUST00000085793.2	cDNA sequence BC068281 	107	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Fam84b	ENSMUST00000100635.4	family with sequence similarity 84, member B 	1636	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Cd28	ENSMUST00000027165.2	CD28 antigen 	38	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Gca	ENSMUST00000028257.2	grancalcin 	910	1	0	0	1	0	mmu-miR-5099	-0.13	-0.14	< 0.1
0610030E20Rik	ENSMUST00000077783.3	RIKEN cDNA 0610030E20 gene 	1246	1	0	0	1	0	mmu-miR-5099	-0.13	-0.14	< 0.1
Ndnf	ENSMUST00000054351.4	neuron-derived neurotrophic factor 	1221	1	0	0	1	3	mmu-miR-5099	-0.13	-0.14	< 0.1
Hhat	ENSMUST00000044190.6	hedgehog acyltransferase 	15	1	0	0	1	0	mmu-miR-5099	-0.13	-0.20	< 0.1
Ccdc91	ENSMUST00000032441.8	coiled-coil domain containing 91 	1070	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Wnt2b	ENSMUST00000029429.4	wingless related MMTV integration site 2b 	74	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Rp1l1	ENSMUST00000058229.4	retinitis pigmentosa 1 homolog (human)-like 1 	5	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Kcnc2	ENSMUST00000092175.2	potassium voltage gated channel, Shaw-related subfamily, member 2 	28	1	0	0	1	1	mmu-miR-5099	-0.13	-0.13	< 0.1
Fkbp1a	ENSMUST00000044011.6	FK506 binding protein 1a 	115	1	0	0	1	0	mmu-miR-5099	-0.13	-0.19	< 0.1
Fam117b	ENSMUST00000036540.6	family with sequence similarity 117, member B 	1648	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Gosr2	ENSMUST00000021329.8	golgi SNAP receptor complex member 2 	1442	1	0	1	0	0	mmu-miR-5099	-0.13	-0.21	< 0.1
Armc9	ENSMUST00000027434.9	armadillo repeat containing 9 	21	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Pkp4	ENSMUST00000037903.9	plakophilin 4 	2230	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Sel1l	ENSMUST00000021347.6	sel-1 suppressor of lin-12-like (C. elegans) 	1421	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Akap11	ENSMUST00000123853.2	A kinase (PRKA) anchor protein 11 	394	1	1	0	0	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Harbi1	ENSMUST00000090608.5	harbinger transposase derived 1 	146	1	0	0	1	1	mmu-miR-5099	-0.13	-0.25	< 0.1
Rcor3	ENSMUST00000110849.4	REST corepressor 3 	499	1	0	0	1	1	mmu-miR-5099	-0.13	-0.20	< 0.1
Klrb1c	ENSMUST00000167691.3	killer cell lectin-like receptor subfamily B member 1C 	9	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Cnst	ENSMUST00000040706.8	consortin, connexin sorting protein 	266	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Tbck	ENSMUST00000169172.2	TBC1 domain containing kinase 	414	1	0	0	1	1	mmu-miR-5099	-0.13	-0.13	< 0.1
Cldn12	ENSMUST00000179804.2	claudin 12 	308	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Gpr156	ENSMUST00000061274.7	G protein-coupled receptor 156 	12	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Wdr52	ENSMUST00000099742.3	WD repeat domain 52 	92	1	0	1	0	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Il2ra	ENSMUST00000028111.4	interleukin 2 receptor, alpha chain 	35	1	0	0	1	0	mmu-miR-5099	-0.13	-0.13	< 0.1
Prkaa2	ENSMUST00000030243.7	protein kinase, AMP-activated, alpha 2 catalytic subunit 	2924	2	1	0	1	1	mmu-miR-5099	-0.13	-0.13	< 0.1
Prima1	ENSMUST00000074416.4	proline rich membrane anchor 1 	60	1	0	0	1	0	mmu-miR-5099	-0.13	-0.24	< 0.1
Cuedc1	ENSMUST00000018522.7	CUE domain containing 1 	2362	1	0	1	0	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Fyttd1	ENSMUST00000171325.2	forty-two-three domain containing 1 	1204	1	0	0	1	0	mmu-miR-5099	-0.12	-0.21	< 0.1
Nfam1	ENSMUST00000109503.4	Nfat activating molecule with ITAM motif 1 	232	2	0	1	1	0	mmu-miR-5099	-0.12	-0.21	< 0.1
Setd7	ENSMUST00000037141.7	SET domain containing (lysine methyltransferase) 7 	349	1	0	1	0	1	mmu-miR-5099	-0.12	-0.13	< 0.1
Dip2a	ENSMUST00000160048.2	DIP2 disco-interacting protein 2 homolog A (Drosophila) 	150	1	0	0	1	0	mmu-miR-5099	-0.12	-0.13	< 0.1
Thumpd1	ENSMUST00000033236.7	THUMP domain containing 1 	80	1	0	0	1	1	mmu-miR-5099	-0.12	-0.21	< 0.1
Zc3h15	ENSMUST00000081591.6	zinc finger CCCH-type containing 15 	428	2	0	0	2	2	mmu-miR-5099	-0.12	-0.27	< 0.1
Dnah3	ENSMUST00000046993.3	dynein, axonemal, heavy chain 3 	91	1	0	0	1	0	mmu-miR-5099	-0.12	-0.14	< 0.1
Zbtb37	ENSMUST00000171748.2	zinc finger and BTB domain containing 37 	40	1	0	0	1	0	mmu-miR-5099	-0.12	-0.16	< 0.1
Fnip2	ENSMUST00000076136.5	folliculin interacting protein 2 	297	2	0	1	1	0	mmu-miR-5099	-0.12	-0.34	< 0.1
Gm14409	ENSMUST00000108963.1	predicted gene 14409 	2	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Lin7a	ENSMUST00000020057.9	lin-7 homolog A (C. elegans) 	203	1	0	0	1	1	mmu-miR-5099	-0.12	-0.20	< 0.1
Mdga2	ENSMUST00000037181.9	MAM domain containing glycosylphosphatidylinositol anchor 2 	8	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Med14	ENSMUST00000096495.5	mediator complex subunit 14 	823	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
E030037K01Rik	ENSMUST00000180928.1	RIKEN cDNA E030037K01 gene 	22	1	0	0	1	0	mmu-miR-5099	-0.12	-0.20	< 0.1
Epm2aip1	ENSMUST00000060711.6	EPM2A (laforin) interacting protein 1 	731	1	0	0	1	0	mmu-miR-5099	-0.12	-0.13	< 0.1
Stag2	ENSMUST00000115073.3	stromal antigen 2 	3749	1	0	0	1	1	mmu-miR-5099	-0.12	-0.14	< 0.1
Il17rd	ENSMUST00000035336.3	interleukin 17 receptor D 	628	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Itgb3	ENSMUST00000021028.4	integrin beta 3 	31	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Brdt	ENSMUST00000031215.9	bromodomain, testis-specific 	127	2	0	0	2	0	mmu-miR-5099	-0.12	-0.27	< 0.1
Atad5	ENSMUST00000108239.2	ATPase family, AAA domain containing 5 	145	1	0	0	1	0	mmu-miR-5099	-0.12	-0.16	< 0.1
Galnt6	ENSMUST00000159715.2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 	16	1	0	0	1	0	mmu-miR-5099	-0.12	-0.24	< 0.1
Med9	ENSMUST00000081980.6	mediator complex subunit 9 	1812	1	0	1	0	1	mmu-miR-5099	-0.12	-0.26	< 0.1
Usp2	ENSMUST00000034508.8	ubiquitin specific peptidase 2 	997	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Fyco1	ENSMUST00000167595.3	FYVE and coiled-coil domain containing 1 	716	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Rorb	ENSMUST00000040153.9	RAR-related orphan receptor beta 	5	2	0	1	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Arhgap20	ENSMUST00000065496.6	Rho GTPase activating protein 20 	209	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Taf1d	ENSMUST00000164079.2	TATA box binding protein (Tbp)-associated factor, RNA polymerase I, D 	296	1	0	0	1	0	mmu-miR-5099	-0.12	-0.13	< 0.1
Mettl11b	ENSMUST00000159679.2	methyltransferase like 11B 	83	1	0	0	1	1	mmu-miR-5099	-0.12	-0.24	< 0.1
Fancm	ENSMUST00000058889.4	Fanconi anemia, complementation group M 	300	2	0	0	2	0	mmu-miR-5099	-0.12	-0.26	< 0.1
Upf3b	ENSMUST00000076265.7	UPF3 regulator of nonsense transcripts homolog B (yeast) 	362	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Met	ENSMUST00000115443.2	met proto-oncogene 	4200	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Gstcd	ENSMUST00000029651.5	glutathione S-transferase, C-terminal domain containing 	714	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
A430105I19Rik	ENSMUST00000059997.8	RIKEN cDNA A430105I19 gene 	611	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Sox12	ENSMUST00000182625.1	SRY (sex determining region Y)-box 12 	2247	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Trim44	ENSMUST00000102573.2	tripartite motif-containing 44 	748	1	0	0	1	0	mmu-miR-5099	-0.12	-0.15	< 0.1
Osbpl8	ENSMUST00000105275.2	oxysterol binding protein-like 8 	1442	1	0	0	1	1	mmu-miR-5099	-0.12	-0.14	< 0.1
Best3	ENSMUST00000020378.4	bestrophin 3 	174	1	0	0	1	0	mmu-miR-5099	-0.12	-0.14	< 0.1
Trim52	ENSMUST00000022708.5	tripartite motif-containing 52 	5	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Itgb8	ENSMUST00000026360.8	integrin beta 8 	333	1	0	0	1	0	mmu-miR-5099	-0.12	-0.21	< 0.1
Dcx	ENSMUST00000033642.4	doublecortin 	5	1	0	0	1	1	mmu-miR-5099	-0.12	-0.12	< 0.1
Trim71	ENSMUST00000111816.2	tripartite motif-containing 71 	123	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Gm16515	ENSMUST00000019075.3	predicted gene, Gm16515 	258	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Slit2	ENSMUST00000170109.3	slit homolog 2 (Drosophila) 	368	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Syp	ENSMUST00000069520.5	synaptophysin 	112	1	0	0	1	0	mmu-miR-5099	-0.12	-0.13	< 0.1
Fam73a	ENSMUST00000073089.7	family with sequence similarity 73, member A 	581	1	0	0	1	0	mmu-miR-5099	-0.12	-0.12	< 0.1
Pirt	ENSMUST00000123434.2	phosphoinositide-interacting regulator of transient receptor potential channels 	22	1	0	0	1	0	mmu-miR-5099	-0.11	-0.13	< 0.1
Foxn3	ENSMUST00000046859.5	forkhead box N3 	698	1	0	0	1	0	mmu-miR-5099	-0.11	-0.15	< 0.1
Arhgef15	ENSMUST00000065040.7	Rho guanine nucleotide exchange factor (GEF) 15 	325	1	0	0	1	0	mmu-miR-5099	-0.11	-0.14	< 0.1
Pard3b	ENSMUST00000075374.4	par-3 family cell polarity regulator beta 	93	1	0	0	1	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Arhgef38	ENSMUST00000147041.4	Rho guanine nucleotide exchange factor (GEF) 38 	88	1	0	0	1	2	mmu-miR-5099	-0.11	-0.14	< 0.1
Pi15	ENSMUST00000088476.3	peptidase inhibitor 15 	34	2	0	0	2	0	mmu-miR-5099	-0.11	-0.19	< 0.1
Mbnl2	ENSMUST00000088419.7	muscleblind-like 2 	699	1	0	0	1	0	mmu-miR-5099	-0.11	-0.12	< 0.1
Pcgf3	ENSMUST00000046975.6	polycomb group ring finger 3 	636	1	0	0	1	1	mmu-miR-5099	-0.11	-0.15	< 0.1
Tal1	ENSMUST00000030489.3	T cell acute lymphocytic leukemia 1 	41	2	0	1	1	0	mmu-miR-5099	-0.11	-0.17	< 0.1
Gucd1	ENSMUST00000039796.8	guanylyl cyclase domain containing 1 	2990	1	0	0	1	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Gab1	ENSMUST00000034150.8	growth factor receptor bound protein 2-associated protein 1 	699	1	0	1	0	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Grik2	ENSMUST00000105487.2	glutamate receptor, ionotropic, kainate 2 (beta 2) 	17	1	0	0	1	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Rnf213	ENSMUST00000131035.3	ring finger protein 213 	919	1	0	0	1	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Rab6b	ENSMUST00000035155.7	RAB6B, member RAS oncogene family 	192	1	0	0	1	0	mmu-miR-5099	-0.11	-0.14	< 0.1
Wdr18	ENSMUST00000045247.7	WD repeat domain 18 	2705	1	0	0	1	1	mmu-miR-5099	-0.11	-0.26	< 0.1
Slfn8	ENSMUST00000038141.9	schlafen 8 	5	1	0	0	1	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Mrps14	ENSMUST00000135680.2	mitochondrial ribosomal protein S14 	5776	1	0	0	1	0	mmu-miR-5099	-0.11	-0.23	< 0.1
Ecm2	ENSMUST00000051504.7	extracellular matrix protein 2, female organ and adipocyte specific 	178	1	0	1	0	3	mmu-miR-5099	-0.11	-0.24	< 0.1
Arcn1	ENSMUST00000034607.9	archain 1 	164	1	0	0	1	1	mmu-miR-5099	-0.11	-0.24	< 0.1
Gm13083	ENSMUST00000105773.1	predicted gene 13083 	5	1	0	1	0	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Erp29	ENSMUST00000130451.1	endoplasmic reticulum protein 29 	77	2	0	0	2	2	mmu-miR-5099	-0.11	-0.41	< 0.1
Fbxo48	ENSMUST00000061327.1	F-box protein 48 	36	1	0	0	1	0	mmu-miR-5099	-0.11	-0.16	< 0.1
Zbtb44	ENSMUST00000115222.3	zinc finger and BTB domain containing 44 	1220	1	0	0	1	0	mmu-miR-5099	-0.11	-0.16	< 0.1
Usp9x	ENSMUST00000089302.5	ubiquitin specific peptidase 9, X chromosome 	5	1	0	0	1	2	mmu-miR-5099	-0.11	-0.11	< 0.1
Atxn1	ENSMUST00000180110.2	ataxin 1 	414	1	0	0	1	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Wdr72	ENSMUST00000055879.8	WD repeat domain 72 	229	2	0	0	2	0	mmu-miR-5099	-0.11	-0.30	< 0.1
Sytl5	ENSMUST00000067529.3	synaptotagmin-like 5 	28	1	0	0	1	2	mmu-miR-5099	-0.11	-0.11	< 0.1
Msl3	ENSMUST00000033725.10	male-specific lethal 3 homolog (Drosophila) 	1128	1	0	0	1	1	mmu-miR-5099	-0.11	-0.14	< 0.1
Nrxn3	ENSMUST00000163134.2	neurexin III 	8	1	0	0	1	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Dnajc5	ENSMUST00000072334.6	DnaJ (Hsp40) homolog, subfamily C, member 5 	1852	1	0	0	1	0	mmu-miR-5099	-0.11	-0.14	< 0.1
Gabpa	ENSMUST00000009120.7	GA repeat binding protein, alpha 	1448	1	0	0	1	0	mmu-miR-5099	-0.11	-0.12	< 0.1
Cacna2d1	ENSMUST00000078272.7	calcium channel, voltage-dependent, alpha2/delta subunit 1 	3037	1	0	1	0	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Gdf2	ENSMUST00000100720.1	growth differentiation factor 2 	61	1	0	0	1	1	mmu-miR-5099	-0.11	-0.15	< 0.1
Xiap	ENSMUST00000115094.2	X-linked inhibitor of apoptosis 	2281	1	0	0	1	1	mmu-miR-5099	-0.11	-0.11	< 0.1
Dcaf17	ENSMUST00000154704.2	DDB1 and CUL4 associated factor 17 	208	1	0	0	1	0	mmu-miR-5099	-0.11	-0.11	< 0.1
Il1rapl1	ENSMUST00000113966.2	interleukin 1 receptor accessory protein-like 1 	5	1	0	0	1	1	mmu-miR-5099	-0.10	-0.10	< 0.1
Zfp397	ENSMUST00000060762.4	zinc finger protein 397 	563	1	0	0	1	1	mmu-miR-5099	-0.10	-0.14	< 0.1
Colec10	ENSMUST00000036737.3	collectin sub-family member 10 	35	2	0	0	2	1	mmu-miR-5099	-0.10	-0.18	< 0.1
Rnf150	ENSMUST00000078525.5	ring finger protein 150 	347	1	0	0	1	0	mmu-miR-5099	-0.10	-0.11	< 0.1
Fryl	ENSMUST00000101127.6	furry homolog-like (Drosophila) 	59	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
1700088E04Rik	ENSMUST00000187550.1	RIKEN cDNA 1700088E04 gene 	53	1	0	0	1	0	mmu-miR-5099	-0.10	-0.21	< 0.1
Vps13d	ENSMUST00000036579.8	vacuolar protein sorting 13 D (yeast) 	2642	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Ereg	ENSMUST00000031324.4	epiregulin 	23	1	0	0	1	0	mmu-miR-5099	-0.10	-0.12	< 0.1
Kifap3	ENSMUST00000077642.6	kinesin-associated protein 3 	379	1	0	0	1	0	mmu-miR-5099	-0.10	-0.15	< 0.1
Zfp276	ENSMUST00000001092.9	zinc finger protein (C2H2 type) 276 	297	1	0	0	1	0	mmu-miR-5099	-0.10	-0.13	< 0.1
Chrng	ENSMUST00000027470.8	cholinergic receptor, nicotinic, gamma polypeptide 	5	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Itgav	ENSMUST00000028499.5	integrin alpha V 	6050	1	0	0	1	1	mmu-miR-5099	-0.10	-0.10	< 0.1
Dennd2c	ENSMUST00000173206.2	DENN/MADD domain containing 2C 	49	1	0	0	1	0	mmu-miR-5099	-0.10	-0.20	< 0.1
Eps8	ENSMUST00000058210.7	epidermal growth factor receptor pathway substrate 8 	1873	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Klf12	ENSMUST00000097079.4	Kruppel-like factor 12 	363	1	0	0	1	0	mmu-miR-5099	-0.10	-0.12	< 0.1
Tlr4	ENSMUST00000048096.6	toll-like receptor 4 	521	1	0	0	1	0	mmu-miR-5099	-0.10	-0.15	< 0.1
Ercc2	ENSMUST00000062831.10	excision repair cross-complementing rodent repair deficiency, complementation group 2 	196	1	0	1	0	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Stx16	ENSMUST00000087908.4	syntaxin 16 	958	1	0	0	1	0	mmu-miR-5099	-0.10	-0.12	< 0.1
