Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Robo1	ENSMUST00000023600.7	roundabout homolog 1 (Drosophila) 	80	2	0	1	1	0	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
Serpina3c	ENSMUST00000085050.3	serine (or cysteine) peptidase inhibitor, clade A, member 3C 	254	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Ubap2	ENSMUST00000108068.2	ubiquitin-associated protein 2 	187	1	0	1	0	2	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Jmjd6	ENSMUST00000047616.4	jumonji domain containing 6 	30	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.11	< 0.1
Gpr137b	ENSMUST00000021738.8	G protein-coupled receptor 137B 	312	2	0	2	0	2	mmu-miR-21a-3p	-0.04	-0.13	< 0.1
Scai	ENSMUST00000038874.6	suppressor of cancer cell invasion 	124	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
Htt	ENSMUST00000080036.2	huntingtin 	604	3	0	3	0	0	mmu-miR-21a-3p	-0.04	-0.21	< 0.1
Gm5283	ENSMUST00000177874.1	predicted gene 5283 	8	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.38	< 0.1
Ift52	ENSMUST00000018002.7	intraflagellar transport 52 	1262	1	0	1	0	3	mmu-miR-21a-3p	-0.04	-0.16	< 0.1
Pla2g12b	ENSMUST00000009790.8	phospholipase A2, group XIIB 	130	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.09	< 0.1
Tmem229b	ENSMUST00000070174.8	transmembrane protein 229B 	8	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Tgfbr1	ENSMUST00000007757.9	transforming growth factor, beta receptor I 	1724	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Gpr123	ENSMUST00000026548.8	G protein-coupled receptor 123 	12	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Gm5423	ENSMUST00000168554.1	predicted gene 5423 	2	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Grin3a	ENSMUST00000093859.5	glutamate receptor ionotropic, NMDA3A 	10	2	0	1	1	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Spata6	ENSMUST00000084354.3	spermatogenesis associated 6 	232	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.14	< 0.1
Vps41	ENSMUST00000072961.4	vacuolar protein sorting 41 (yeast) 	232	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Slc7a14	ENSMUST00000091259.3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14 	5	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Nr6a1	ENSMUST00000168098.2	nuclear receptor subfamily 6, group A, member 1 	1815	2	0	2	0	3	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Shank3	ENSMUST00000066545.8	SH3/ankyrin domain gene 3 	160	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Dgkk	ENSMUST00000067410.8	diacylglycerol kinase kappa 	11	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Tmppe	ENSMUST00000111820.2	transmembrane protein with metallophosphoesterase domain 	284	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Trim33	ENSMUST00000029444.7	tripartite motif-containing 33 	2625	2	0	1	1	1	mmu-miR-21a-3p	-0.04	-0.05	< 0.1
N4bp2	ENSMUST00000113738.2	NEDD4 binding protein 2 	342	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Plagl2	ENSMUST00000056924.8	pleiomorphic adenoma gene-like 2 	205	1	0	1	0	3	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Mylk4	ENSMUST00000057428.5	myosin light chain kinase family, member 4 	9397	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Gabrb2	ENSMUST00000007797.4	gamma-aminobutyric acid (GABA) A receptor, subunit beta 2 	8	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.05	< 0.1
Slc25a24	ENSMUST00000029477.6	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24 	1304	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Dgkd	ENSMUST00000027517.8	diacylglycerol kinase, delta 	2455	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Tbc1d2b	ENSMUST00000041767.8	TBC1 domain family, member 2B 	229	1	0	0	1	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Taf5l	ENSMUST00000165628.2	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor 	37	2	1	0	1	1	mmu-miR-21a-3p	-0.04	-0.41	< 0.1
Fam63b	ENSMUST00000049031.5	family with sequence similarity 63, member B 	146	2	1	1	0	0	mmu-miR-21a-3p	-0.04	-0.12	< 0.1
Golt1b	ENSMUST00000032372.6	golgi transport 1 homolog B (S. cerevisiae) 	2567	1	0	1	0	2	mmu-miR-21a-3p	-0.04	-0.23	< 0.1
Ap5m1	ENSMUST00000037473.4	adaptor-related protein complex 5, mu 1 subunit 	694	2	1	1	0	1	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Ppm1a	ENSMUST00000021514.8	protein phosphatase 1A, magnesium dependent, alpha isoform 	1065	1	0	1	0	3	mmu-miR-21a-3p	-0.04	-0.10	< 0.1
Prmt6	ENSMUST00000190378.1	protein arginine N-methyltransferase 6 	32	1	1	0	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Myrf	ENSMUST00000088013.6	myelin regulatory factor 	859	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Sema6d	ENSMUST00000103239.4	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	274	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Tmprss2	ENSMUST00000000395.6	transmembrane protease, serine 2 	106	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.12	< 0.1
Gosr1	ENSMUST00000010536.8	golgi SNAP receptor complex member 1 	332	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Sema3g	ENSMUST00000090180.2	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G 	632	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Ireb2	ENSMUST00000034843.7	iron responsive element binding protein 2 	1630	1	0	1	0	2	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Cflar	ENSMUST00000114313.2	CASP8 and FADD-like apoptosis regulator 	1090	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Wtip	ENSMUST00000038537.8	WT1-interacting protein 	86	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.11	< 0.1
Cyp2ab1	ENSMUST00000023513.6	cytochrome P450, family 2, subfamily ab, polypeptide 1 	12	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.14	< 0.1
9930021J03Rik	ENSMUST00000177155.2	RIKEN cDNA 9930021J03 gene 	221	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Nudt4	ENSMUST00000020217.5	nudix (nucleoside diphosphate linked moiety X)-type motif 4 	3213	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Etnk1	ENSMUST00000032413.4	ethanolamine kinase 1 	4276	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Lphn3	ENSMUST00000120128.2	latrophilin 3 	77	3	0	3	0	0	mmu-miR-21a-3p	-0.04	-0.18	< 0.1
Tmem19	ENSMUST00000092170.5	transmembrane protein 19 	611	2	0	1	1	0	mmu-miR-21a-3p	-0.04	-0.17	< 0.1
Scn7a	ENSMUST00000042792.6	sodium channel, voltage-gated, type VII, alpha 	294	3	1	2	0	0	mmu-miR-21a-3p	-0.04	-0.18	< 0.1
Sox8	ENSMUST00000025003.4	SRY (sex determining region Y)-box 8 	7	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Nynrin	ENSMUST00000168479.1	NYN domain and retroviral integrase containing 	248	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Trim29	ENSMUST00000034511.5	tripartite motif-containing 29 	24	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Gcm2	ENSMUST00000021791.6	glial cells missing homolog 2 (Drosophila) 	5	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Mtfr1l	ENSMUST00000102550.4	mitochondrial fission regulator 1-like 	2746	1	0	0	1	1	mmu-miR-21a-3p	-0.04	-0.19	< 0.1
Col19a1	ENSMUST00000115244.3	collagen, type XIX, alpha 1 	25	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Tbc1d22b	ENSMUST00000048677.7	TBC1 domain family, member 22B 	495	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
1700016C15Rik	ENSMUST00000016106.5	RIKEN cDNA 1700016C15 gene 	105	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.21	< 0.1
Il15	ENSMUST00000034148.6	interleukin 15 	173	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.16	< 0.1
Det1	ENSMUST00000032839.7	de-etiolated homolog 1 (Arabidopsis) 	230	1	0	1	0	2	mmu-miR-21a-3p	-0.04	-0.08	< 0.1
Pdgfra	ENSMUST00000000476.9	platelet derived growth factor receptor, alpha polypeptide 	1153	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
3110057O12Rik	ENSMUST00000159774.2	RIKEN cDNA 3110057O12 gene 	410	1	0	0	1	1	mmu-miR-21a-3p	-0.04	-0.05	< 0.1
Prkab1	ENSMUST00000031486.8	protein kinase, AMP-activated, beta 1 non-catalytic subunit 	597	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Zmym5	ENSMUST00000039812.10	zinc finger, MYM-type 5 	506	1	0	1	0	2	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Kirrel	ENSMUST00000159976.2	kin of IRRE like (Drosophila) 	961	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Ccdc40	ENSMUST00000035935.3	coiled-coil domain containing 40 	116	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.11	< 0.1
Ctnnal1	ENSMUST00000045142.9	catenin (cadherin associated protein), alpha-like 1 	168	2	0	1	1	3	mmu-miR-21a-3p	-0.04	-0.16	< 0.1
Tmx3	ENSMUST00000025515.6	thioredoxin-related transmembrane protein 3 	1237	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Mib1	ENSMUST00000052838.5	mindbomb homolog 1 (Drosophila) 	2465	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Grk5	ENSMUST00000003313.8	G protein-coupled receptor kinase 5 	357	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
Cbx5	ENSMUST00000118152.2	chromobox 5 	1766	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.16	< 0.1
A630033H20Rik	ENSMUST00000167673.1	RIKEN cDNA A630033H20 gene 	17	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.14	< 0.1
Clstn1	ENSMUST00000105691.2	calsyntenin 1 	3518	3	1	2	0	0	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
St13	ENSMUST00000172107.2	suppression of tumorigenicity 13 	9715	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Usp47	ENSMUST00000106653.2	ubiquitin specific peptidase 47 	1481	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.17	< 0.1
Slc16a13	ENSMUST00000060010.2	solute carrier family 16 (monocarboxylic acid transporters), member 13 	168	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
Mmachc	ENSMUST00000030453.4	methylmalonic aciduria cblC type, with homocystinuria 	264	2	0	1	1	0	mmu-miR-21a-3p	-0.04	-0.22	< 0.1
Mapk1	ENSMUST00000069107.8	mitogen-activated protein kinase 1 	3469	1	0	1	0	2	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Ppp2ca	ENSMUST00000020608.2	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform 	12540	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.25	< 0.1
Kcna2	ENSMUST00000038695.1	potassium voltage-gated channel, shaker-related subfamily, member 2 	106	2	0	2	0	3	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Cachd1	ENSMUST00000030257.9	cache domain containing 1 	1388	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Golga3	ENSMUST00000112512.2	golgi autoantigen, golgin subfamily a, 3 	1298	2	1	1	0	0	mmu-miR-21a-3p	-0.04	-0.22	< 0.1
Itih5	ENSMUST00000026886.7	inter-alpha (globulin) inhibitor H5 	2023	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Pex5l	ENSMUST00000108225.4	peroxisomal biogenesis factor 5-like 	9	3	0	3	0	1	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Arl13b	ENSMUST00000089289.5	ADP-ribosylation factor-like 13B 	82	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Lsm11	ENSMUST00000129820.2	U7 snRNP-specific Sm-like protein LSM11 	369	4	0	2	2	1	mmu-miR-21a-3p	-0.04	-0.23	< 0.1
Tor4a	ENSMUST00000081869.6	torsin family 4, member A 	141	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Ube2ql1	ENSMUST00000065118.5	ubiquitin-conjugating enzyme E2Q family-like 1 	43	2	0	1	1	0	mmu-miR-21a-3p	-0.04	-0.12	< 0.1
Mkln1	ENSMUST00000026699.9	muskelin 1, intracellular mediator containing kelch motifs 	1470	2	0	0	2	4	mmu-miR-21a-3p	-0.04	-0.13	< 0.1
Flrt2	ENSMUST00000057324.3	fibronectin leucine rich transmembrane protein 2 	128	1	0	1	0	3	mmu-miR-21a-3p	-0.04	-0.08	< 0.1
Ralgapb	ENSMUST00000109486.3	Ral GTPase activating protein, beta subunit (non-catalytic) 	957	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.05	< 0.1
Tfb1m	ENSMUST00000041003.6	transcription factor B1, mitochondrial 	210	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.21	< 0.1
Palld	ENSMUST00000121785.2	palladin, cytoskeletal associated protein 	5547	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Atp5g1	ENSMUST00000090541.6	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) 	55	1	1	0	0	1	mmu-miR-21a-3p	-0.04	-0.12	< 0.1
Ddb2	ENSMUST00000111352.2	damage specific DNA binding protein 2 	140	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.14	< 0.1
Nolc1	ENSMUST00000165017.1	nucleolar and coiled-body phosphoprotein 1 	1232	1	0	0	1	1	mmu-miR-21a-3p	-0.04	-0.09	< 0.1
Thsd4	ENSMUST00000098660.4	thrombospondin, type I, domain containing 4 	53	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Ube2n	ENSMUST00000099329.3	ubiquitin-conjugating enzyme E2N 	651	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.14	< 0.1
Nek10	ENSMUST00000112630.3	NIMA (never in mitosis gene a)- related kinase 10 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Stoml1	ENSMUST00000034883.5	stomatin-like 1 	231	3	0	3	0	0	mmu-miR-21a-3p	-0.04	-0.14	< 0.1
6430548M08Rik	ENSMUST00000034281.7	RIKEN cDNA 6430548M08 gene 	218	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Elovl5	ENSMUST00000034904.8	ELOVL family member 5, elongation of long chain fatty acids (yeast) 	3506	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Zcwpw1	ENSMUST00000035852.8	zinc finger, CW type with PWWP domain 1 	242	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Sec31b	ENSMUST00000063632.8	Sec31 homolog B (S. cerevisiae) 	473	0	0	0	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Fam64a	ENSMUST00000021164.3	family with sequence similarity 64, member A 	486	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Gnb1	ENSMUST00000165335.2	guanine nucleotide binding protein (G protein), beta 1 	13026	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.13	< 0.1
Pvrl3	ENSMUST00000023334.9	poliovirus receptor-related 3 	2412	1	0	1	0	3	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
Stk35	ENSMUST00000165413.3	serine/threonine kinase 35 	406	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Elf5	ENSMUST00000028609.8	E74-like factor 5 	82	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Ube2j1	ENSMUST00000124992.2	ubiquitin-conjugating enzyme E2J 1 	3003	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.10	< 0.1
Atp2b2	ENSMUST00000089003.6	ATPase, Ca++ transporting, plasma membrane 2 	47	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Cd44	ENSMUST00000005218.9	CD44 antigen 	671	1	1	0	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Gas2l2	ENSMUST00000052521.3	growth arrest-specific 2 like 2 	24	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.12	< 0.1
Gzf1	ENSMUST00000028928.7	GDNF-inducible zinc finger protein 1 	1865	2	0	2	0	1	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
Akirin1	ENSMUST00000102636.3	akirin 1 	238	1	0	0	1	2	mmu-miR-21a-3p	-0.04	-0.15	< 0.1
Zzef1	ENSMUST00000172220.2	zinc finger, ZZ-type with EF hand domain 1 	289	2	0	2	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Atrn	ENSMUST00000028781.8	attractin 	640	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Ooep	ENSMUST00000034900.7	oocyte expressed protein 	221	2	0	1	1	0	mmu-miR-21a-3p	-0.04	-0.31	< 0.1
Pex11b	ENSMUST00000118557.2	peroxisomal biogenesis factor 11 beta 	278	1	0	0	1	1	mmu-miR-21a-3p	-0.04	-0.18	< 0.1
Dhx37	ENSMUST00000169485.1	DEAH (Asp-Glu-Ala-His) box polypeptide 37 	191	2	0	1	1	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Gpr101	ENSMUST00000057645.5	G protein-coupled receptor 101 	5	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Tbc1d24	ENSMUST00000168378.2	TBC1 domain family, member 24 	129	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Cdk5r1	ENSMUST00000053413.11	cyclin-dependent kinase 5, regulatory subunit 1 (p35) 	71	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Apex2	ENSMUST00000112720.2	apurinic/apyrimidinic endonuclease 2 	54	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.16	< 0.1
Prph2	ENSMUST00000024773.5	peripherin 2 	7	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Kcnab2	ENSMUST00000159840.2	potassium voltage-gated channel, shaker-related subfamily, beta member 2 	24	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Amotl1	ENSMUST00000160770.2	angiomotin-like 1 	104	1	0	1	0	2	mmu-miR-21a-3p	-0.04	-0.06	< 0.1
Slc15a4	ENSMUST00000031367.9	solute carrier family 15, member 4 	212	3	0	3	0	1	mmu-miR-21a-3p	-0.04	-0.09	< 0.1
Ankrd52	ENSMUST00000014642.4	ankyrin repeat domain 52 	1083	2	0	2	0	2	mmu-miR-21a-3p	-0.04	-0.05	< 0.1
Pcdhb18	ENSMUST00000055949.2	protocadherin beta 18 	10	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.05	< 0.1
Ankrd40	ENSMUST00000051221.7	ankyrin repeat domain 40 	2441	2	0	1	1	2	mmu-miR-21a-3p	-0.04	-0.16	< 0.1
Ikbkg	ENSMUST00000114133.3	inhibitor of kappaB kinase gamma 	630	2	1	0	1	4	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
Itga8	ENSMUST00000028106.5	integrin alpha 8 	268	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Dstyk	ENSMUST00000045110.8	dual serine/threonine and tyrosine protein kinase 	355	3	1	1	1	1	mmu-miR-21a-3p	-0.04	-0.08	< 0.1
Galnt7	ENSMUST00000034021.6	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 	218	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Synj2	ENSMUST00000115789.2	synaptojanin 2 	357	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.05	< 0.1
Anxa7	ENSMUST00000065504.10	annexin A7 	8828	1	0	0	1	1	mmu-miR-21a-3p	-0.04	-0.09	< 0.1
Ddit4l	ENSMUST00000053855.7	DNA-damage-inducible transcript 4-like 	12560	1	1	0	0	1	mmu-miR-21a-3p	-0.04	-0.25	< 0.1
Dnajb13	ENSMUST00000054923.7	DnaJ (Hsp40) related, subfamily B, member 13 	45	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.17	< 0.1
Ddx54	ENSMUST00000031598.9	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 	1872	1	0	1	0	1	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Rfx7	ENSMUST00000093820.4	regulatory factor X, 7 	269	0	0	0	0	2	mmu-miR-21a-3p	-0.04	-0.07	< 0.1
Slc7a5	ENSMUST00000045557.9	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 	92	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Cbln3	ENSMUST00000063871.6	cerebellin 3 precursor protein 	7	1	0	0	1	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Ccnf	ENSMUST00000115390.3	cyclin F 	309	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Clvs1	ENSMUST00000038841.8	clavesin 1 	18	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Ncaph	ENSMUST00000110387.3	non-SMC condensin I complex, subunit H 	3450	1	0	1	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Slc6a6	ENSMUST00000032185.7	solute carrier family 6 (neurotransmitter transporter, taurine), member 6 	4087	1	0	1	0	3	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Gramd4	ENSMUST00000138134.2	GRAM domain containing 4 	422	1	1	0	0	0	mmu-miR-21a-3p	-0.04	-0.04	< 0.1
Zfp869	ENSMUST00000080987.6	zinc finger protein 869 	99	2	0	2	0	0	mmu-miR-21a-3p	-0.03	-0.09	< 0.1
Gm3629	ENSMUST00000171706.1	predicted gene 3629 	15	1	0	0	1	0	mmu-miR-21a-3p	-0.03	-0.05	< 0.1
Serpina3k	ENSMUST00000043058.4	serine (or cysteine) peptidase inhibitor, clade A, member 3K 	4862	1	0	1	0	1	mmu-miR-21a-3p	-0.03	-0.06	< 0.1
Gtf2a1	ENSMUST00000021345.7	general transcription factor II A, 1 	109	2	0	2	0	1	mmu-miR-21a-3p	-0.03	-0.05	< 0.1
Rbm12b1	ENSMUST00000069128.7	RNA binding motif protein 12 B1 	132	4	0	4	0	0	mmu-miR-21a-3p	-0.03	-0.15	< 0.1
Slc25a38	ENSMUST00000035106.6	solute carrier family 25, member 38 	198	1	0	1	0	0	mmu-miR-21a-3p	-0.03	-0.14	< 0.1
Arhgef2	ENSMUST00000176500.2	rho/rac guanine nucleotide exchange factor (GEF) 2 	1011	2	0	1	1	0	mmu-miR-21a-3p	-0.03	-0.10	< 0.1
Apol10b	ENSMUST00000089465.4	apolipoprotein L 10B 	42	3	1	1	1	1	mmu-miR-21a-3p	-0.03	-0.38	< 0.1
Mtr	ENSMUST00000099856.4	5-methyltetrahydrofolate-homocysteine methyltransferase 	398	2	0	2	0	1	mmu-miR-21a-3p	-0.03	-0.09	< 0.1
Ccr6	ENSMUST00000164411.3	chemokine (C-C motif) receptor 6 	12	2	0	1	1	2	mmu-miR-21a-3p	-0.03	-0.09	< 0.1
Prdm15	ENSMUST00000095849.4	PR domain containing 15 	272	1	1	0	0	0	mmu-miR-21a-3p	-0.03	-0.04	< 0.1
Abca6	ENSMUST00000044003.8	ATP-binding cassette, sub-family A (ABC1), member 6 	833	1	0	0	1	0	mmu-miR-21a-3p	-0.03	-0.04	< 0.1
Slc35e1	ENSMUST00000152080.2	solute carrier family 35, member E1 	2692	1	0	1	0	1	mmu-miR-21a-3p	-0.03	-0.05	< 0.1
Nap1l1	ENSMUST00000065917.9	nucleosome assembly protein 1-like 1 	8413	1	0	1	0	2	mmu-miR-21a-3p	-0.03	-0.13	< 0.1
Hspa4l	ENSMUST00000077083.7	heat shock protein 4 like 	2273	4	1	3	0	2	mmu-miR-21a-3p	-0.03	-0.22	< 0.1
Acot11	ENSMUST00000102762.4	acyl-CoA thioesterase 11 	475	1	0	1	0	1	mmu-miR-21a-3p	-0.03	-0.04	< 0.1
Luzp1	ENSMUST00000105849.3	leucine zipper protein 1 	845	2	1	0	1	1	mmu-miR-21a-3p	-0.03	-0.15	< 0.1
Ripk1	ENSMUST00000167374.2	receptor (TNFRSF)-interacting serine-threonine kinase 1 	728	1	0	1	0	0	mmu-miR-21a-3p	-0.03	-0.13	< 0.1
Sc5d	ENSMUST00000052725.8	sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae) 	2602	1	0	1	0	0	mmu-miR-21a-3p	-0.03	-0.13	< 0.1
Pik3r1	ENSMUST00000055518.7	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha) 	238	1	0	0	1	1	mmu-miR-21a-3p	-0.03	-0.07	< 0.1
Cacna1d	ENSMUST00000112249.2	calcium channel, voltage-dependent, L type, alpha 1D subunit 	66	2	0	2	0	1	mmu-miR-21a-3p	-0.03	-0.07	< 0.1
Pja2	ENSMUST00000172818.2	praja 2, RING-H2 motif containing 	330	1	0	0	1	3	mmu-miR-21a-3p	-0.03	-0.22	< 0.1
4932442L08Rik	ENSMUST00000044989.6	RIKEN cDNA 4932442L08 gene 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.03	-0.03	< 0.1
Mpp7	ENSMUST00000115869.2	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) 	717	1	0	1	0	0	mmu-miR-21a-3p	-0.03	-0.03	< 0.1
Mxd1	ENSMUST00000001184.7	MAX dimerization protein 1 	98	1	0	1	0	0	mmu-miR-21a-3p	-0.03	-0.03	< 0.1
